Series,Name,Code,Note
Season 23: Journeys,Sword and Shield… The Legends Awaken!,JN045,
Season 23: Journeys,Getting More Than You Battled For!,JN046,
Season 23: Journeys,Crowning the Chow Crusher!,JN047,
Season 23: Journeys,A Close Call… Practically!,JN048,
Movies,Pokémon the Movie: Secrets of the Jungle,M23,
Pokémon Evolutions,The Champion,PE01,YouTube Exclusive
Pokémon Evolutions,The Rival,PE02,YouTube Exclusive
Pokémon Evolutions,The Visionary,PE03,YouTube Exclusive
Pokémon Evolutions,The Student,PE04,YouTube Exclusive
Pokémon Evolutions,The Sorcerer,PE05,YouTube Exclusive
Pokémon Evolutions,The Wish,PE06,YouTube Exclusive
Pokémon Evolutions,The Show,PE07,YouTube Exclusive
Pokémon Evolutions,The Discovery,PE08,YouTube Exclusive
Season 24: Master Journeys,"To Train, or Not to Train!",JN049,
Season 24: Master Journeys,"A Pinch of This, a Pinch of That!",JN050,
Season 24: Master Journeys,Trials of a Budding Master!,JN051,
Season 24: Master Journeys,How Are You Gonna Keep 'Em Off of the Farm?,JN052,
Season 24: Master Journeys,Healing the Healer!,JN053,
Season 24: Master Journeys,Sobble Spies a Stealthy Strategy!,JN054,
Season 24: Master Journeys,The Tale of You and Glimwood Tangle!,JN055,
Season 24: Master Journeys,Searching for Chivalry!,JN056,
Season 24: Master Journeys,Memories of a Warming Kindness!,JN057,
Season 24: Master Journeys,A Rollicking Roll... Eyes on the Goal!,JN058,
Season 24: Master Journeys,When a House is Not a Home!,JN059,
Season 24: Master Journeys,Beyond Chivalry... Aiming to be a Leek Master!,JN060,
Season 24: Master Journeys,Searching for Service with a Smile!,JN061,
Season 24: Master Journeys,Not Too Close for Comfort!,JN062,
Season 24: Master Journeys,"On Land, In the Sea, and to the Future!",JN063,
Season 24: Master Journeys,Absol Absolved!,JN064,
Season 24: Master Journeys,Thrash of the Titans!,JN065,
Season 24: Master Journeys,Under Color of Darkness!,JN066,
Season 24: Master Journeys,Sleuths for Truth!,JN067,
Season 24: Master Journeys,Advice to Goh!,JN068,
Season 24: Master Journeys,Errand Endurance!,JN069,
Season 24: Master Journeys,Take My Thief! Please!,JN070,
Season 24: Master Journeys,Leaping Toward the Dream!,JN071,
Season 24: Master Journeys,Everybody's Doing the Underground Shuffle!,JN072,
Season 24: Master Journeys,Grabbing the Brass Ring!,JN073,
Season 24: Master Journeys,Nightfall? Nightmares!,JN074,
Season 24: Master Journeys,A Midsummer Night's Light!,JN075,
Season 24: Master Journeys,"All Out, All of the Time!",JN076,
Season 24: Master Journeys,Ultra Exciting from the Shocking Start!,JN077,
Season 24: Master Journeys,Detective Drizzile!,JN078,
Season 24: Master Journeys,"Night and Day, You are the Ones!",JN079,
Season 24: Master Journeys,Trial on a Golden Scale!,JN080,
Season 24: Master Journeys,Mad About Blue!,JN081,
Season 24: Master Journeys,The Sweet Taste of Battle!,JN082,
Season 24: Master Journeys,"Star Night, Star Flight!",JN083,
Season 24: Master Journeys,An Adventure of Mega Proportions!,JN084,
Season 24: Master Journeys,Battle Three With Bea!,JN085,
Season 24: Master Journeys,A Battle of Mega Versus Max!,JN086,
Season 24: Master Journeys,Breaking the Ice!,JN087,
Season 24: Master Journeys,Looking Out for Number Two!,JN088,
Season 24: Master Journeys,The Gates of Warp!,JN089,
Season 24: Master Journeys,Showdown at the Gates of Warp!,JN090,
Pokémon: Hisuian Snow,A Peculiar Pokémon,HIS01,YouTube Exclusive
Pokémon: Hisuian Snow,Inexperienced,HIS02,YouTube Exclusive
Pokémon: Hisuian Snow,Chains,HIS03,YouTube Exclusive
Season 25: Ultimate Journeys,The Spectral Express!,JN091,
Season 25: Ultimate Journeys,The Winding Path to Greatness!,JN092,
Season 25: Ultimate Journeys,It's All in the Name!,JN093,
Season 25: Ultimate Journeys,Suffering the Flings and Arrows!,JN094,
Pokémon: The Arceus Chronicles,Pokémon: The Arceus Chronicles - Part 1 (Advent of Arceus),JNS04a,Aired as 4 separate episodes in Japan; combined into 1 special internationally
Pokémon: The Arceus Chronicles,Pokémon: The Arceus Chronicles - Part 2 (Trials of Arceus),JNS04b,Aired as 4 separate episodes in Japan; combined into 1 special internationally
Pokémon: The Arceus Chronicles,Pokémon: The Arceus Chronicles - Part 3 (The Bells of Arceus),JNS04c,Aired as 4 separate episodes in Japan; combined into 1 special internationally
Pokémon: The Arceus Chronicles,Pokémon: The Arceus Chronicles - Part 4 (The Forest of Eternal Night),JNS04d,Aired as 4 separate episodes in Japan; combined into 1 special internationally
Season 25: Ultimate Journeys,"The Good, The Bad, and The Lucky!",JN095,
Season 25: Ultimate Journeys,Lighting the Way Home!,JN096,
Season 25: Ultimate Journeys,An Evolution in Taste!,JN097,
Season 25: Ultimate Journeys,Out of Their Elements!,JN098,
Season 25: Ultimate Journeys,Battling Turned Up to Eleven!,JN099,
Season 25: Ultimate Journeys,Meeting Up with the Monarch!,JN100,
Season 25: Ultimate Journeys,A One-Stick Wonder!,JN101,
Season 25: Ultimate Journeys,Battling in the Freezing Raid!,JN102,
Season 25: Ultimate Journeys,"The Future is Now, Thanks to Strategy!",JN103,
Season 25: Ultimate Journeys,Taking Two For The Team!,JN104,
Season 25: Ultimate Journeys,Reuniting for the First Time!,JN105,
Season 25: Ultimate Journeys,Radio Lulled the Mischievous Stars!,JN106,
Season 25: Ultimate Journeys,Big Brother to the Rescue!,JN107,
Season 25: Ultimate Journeys,Catching the Aura of Fate!,JN108,
Season 25: Ultimate Journeys,Aim For The Eight!,JN109,
Season 25: Ultimate Journeys,Narrowing the Chaser Chase!,JN110,
Season 25: Ultimate Journeys,The Homecoming Crown!,JN111,
Season 25: Ultimate Journeys,Helping the Hometown Hero!,JN112,
Season 25: Ultimate Journeys,Chasing to the Finish!,JN113,
Season 25: Ultimate Journeys,"Friends, Rivals, Lend Me Your Spirit!",JN114,
Season 25: Ultimate Journeys,Curtain Up! Fight the Fights!,JN115,
Season 25: Ultimate Journeys,Pride of a Champion!,JN116,
Season 25: Ultimate Journeys,The Fiery Road to Mastership!,JN117,
Season 25: Ultimate Journeys,Battling as Hard as Stone!,JN118,
Season 25: Ultimate Journeys,Koharu and Eievui - The Miracle of Evolution,JN119,"Japan only, Never Dubbed, clip episode"
Season 25: Ultimate Journeys,Infinite Possibilities!,JN120,
Season 25: Ultimate Journeys,The Climax Begins! Satoshi's Masters Tournament Experience!!,JN121,"Japan only, Never Dubbed, clip episode"
Season 25: Ultimate Journeys,It's… Champion Time!,JN122,
Season 25: Ultimate Journeys,"Bewitch, Battle, and Bewilder!",JN123,
Season 25: Ultimate Journeys,Valor: A Strategic Part of Battling!,JN124,
Season 25: Ultimate Journeys,Whittle While You Work!,JN125,
Season 25: Ultimate Journeys,GO FOR DREAM! Go's Road to Mew!!,JN126,"Japan only, Never Dubbed, clip episode"
Season 25: Ultimate Journeys,Just a Scone's Throw From Here!,JN127,
Season 25: Ultimate Journeys,Climax! The Night Before the Decisive Battle! Satoshi VS Dande!!,JN128,"Japan only, Never Dubbed, clip episode"
Season 25: Ultimate Journeys,A Flood of Torrential Gains!,JN129,
Season 25: Ultimate Journeys,Toying With Your Motions!,JN130,
Season 25: Ultimate Journeys,Paring Pokémon While Parrying!,JN131,
Season 25: Ultimate Journeys,Partners in Time!,JN132,
Season 25: Ultimate Journeys,The Mew from Here!,JN133,
Season 25: Ultimate Journeys,In the Palms of our Hands!,JN134,
Season 25: Ultimate Journeys,Heroes Unite!,JN135,
Season 25: Ultimate Journeys,These Could be the Starts of Something Big!,JN136,
Special,Distant Blue Sky!,JNS05,
Season 25: Ultimate Journeys,The Road Most Traveled!,JN137,
Season 25: Ultimate Journeys,A Fated Face-Off!,JN138,
Season 25: Ultimate Journeys,Must Be Our Heroes and the Witch!,JN139,
Season 25: Ultimate Journeys,Bearing Down Easy!,JN140,
Season 25: Ultimate Journeys,A Squad's Worth of Passion!,JN141,
Season 25: Ultimate Journeys,"The Same Moon, Now and Forever!",JN142,
Season 25: Ultimate Journeys,"Ride, Lapras, Ride!",JN143,
Season 25: Ultimate Journeys,Getting to the Heart of it All!,JN144,
Season 25: Ultimate Journeys,Rocket Revengers!,JN145,
Season 25: Ultimate Journeys,Ash and Latios,JN146,
Season 25: Ultimate Journeys,The Rainbow and the Pokémon Master!,JN147,
Season 25: Ultimate Journeys,"Found You, Latias!",JN148,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,Rivals in Sinnoh! Pokémon Battle!!,JN149,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,A Pokémon for Everyone!,JN150,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,The Stray Jiggly!,JN151,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,The Legend of the Heroes,JN152,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,"Pokémon, I Choose You! (Remake Revisit)",JN153,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,"Farewell, Ash! Setting off on a New Journey!",JN154,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,"Butterfree and Me, Reunited",JN155,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,Last Battle! Ash vs. Misty! vs. Brock!!,JN156,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,Liko and Roy — The New Generation,JN157,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 25: Ultimate Journeys,Aim to Be a Pokémon Master!,JN158,"Japan only, Never Dubbed; Aim to Be a Pokémon Master arc (Jan–Mar 2023)"
Season 26: Pokémon Horizons,The Pendant That Starts It All: Part One,HZ001,
Season 26: Pokémon Horizons,The Pendant That Starts It All: Part Two,HZ002,
Season 26: Pokémon Horizons,For Sure! Because Sprigatito's with Me!,HZ003,
Season 26: Pokémon Horizons,The Treasure After the Storm!,HZ004,
Season 26: Pokémon Horizons,"Found You, Fuecoco!",HZ005,
Season 26: Pokémon Horizons,The Ancient Poké Ball!,HZ006,
Season 26: Pokémon Horizons,Special Training with Cap!,HZ007,
Season 26: Pokémon Horizons,The Door That Never Opens!,HZ008,
Season 26: Pokémon Horizons,Welcome to Paldea!,HZ009,
Season 26: Pokémon Horizons,Nemona and Brassius and...,HZ010,
Season 26: Pokémon Horizons,Arboliva's Forest,HZ011,
Season 26: Pokémon Horizons,The Future I Choose!,HZ012,
Season 26: Pokémon Horizons,An Unexpected Picnic!,HZ013,
Season 26: Pokémon Horizons,Fly! Wattrel!,HZ014,
Season 26: Pokémon Horizons,Someone We Can't See! Whosawhatsit?,HZ015,
Season 26: Pokémon Horizons,"Quaxly, We Can Do It!",HZ016,
Season 26: Pokémon Horizons,Special Training Time!,HZ017,
Season 26: Pokémon Horizons,"Flying Pikachu, Rising Higher and Higher!",HZ018,
Season 26: Pokémon Horizons,The Truth About Alcremie!,HZ019,
Season 26: Pokémon Horizons,Kabu's Battle Training!,HZ020,
Season 26: Pokémon Horizons,The Lonely Hatenna,HZ021,
Season 26: Pokémon Horizons,Charge! Galar Mine!,HZ022,
Season 26: Pokémon Horizons,Fiery Galarian Moltres,HZ023,
Season 26: Pokémon Horizons,Reunion at the Castle!,HZ024,
Season 26: Pokémon Horizons,Rivals in the Dark Night!,HZ025,
Season 26: Pokémon Horizons,Terapagos's Adventure,HZ026,
Season 26: Pokémon Horizons,As Long as I'm with My Friends,HZ027,
Season 26: Pokémon Horizons,The Stolen Treasure,HZ028,
Season 26: Pokémon Horizons,Oria and the Poké Ball Smith,HZ029,
Season 26: Pokémon Horizons,Slip and Crash! A Mystery Pokémon?,HZ030,
Season 26: Pokémon Horizons,Song Within the Mist,HZ031,
Season 26: Pokémon Horizons,Lapras's Feelings for Its Friends,HZ032,
Season 26: Pokémon Horizons,Roaring Galarian Zapdos,HZ033,
Season 26: Pokémon Horizons,Respective Departures,HZ034,
Season 26: Pokémon Horizons,A Duo in the Wilderness: Friede and Cap,HZ035,
Season 26: Pokémon Horizons,Operation Oinkologne!,HZ036,
Season 26: Pokémon Horizons,"Fuecoco, Becoming a Crook?!",HZ037,
Season 26: Pokémon Horizons,The SOS from Tandemaus?,HZ038,
Season 26: Pokémon Horizons,Tinkatink's Ideal Hammer,HZ039,
Season 26: Pokémon Horizons,"Farewell, Sprigatito?",HZ040,
Season 26: Pokémon Horizons,The Intense Mom!,HZ041,
Season 26: Pokémon Horizons,"Transform! The Hero of the Sea, Palafin",HZ042,
Season 26: Pokémon Horizons,A Letter from the Explorers,HZ043,
Season 26: Pokémon Horizons,The Plan to Capture Terapagos,HZ044,
Season 26: Pokémon Horizons,The Faraway Title,HZ045,
Season 27: The Search for Laqua,How Thrilling! Naranja Academy,HZ046,
Season 27: The Search for Laqua,"Liko and Floragato, Put Your Heart Into It!",HZ047,
Season 27: The Search for Laqua,"Shine, Sparkling Terastal!",HZ048,
Season 27: The Search for Laqua,Dot and Nidothing,HZ049,
Season 27: The Search for Laqua,"Dance, Quaxwell! Paldean Terastal Dance!",HZ050,
Season 27: The Search for Laqua,A Prickly Floragato?! The Mysterious Pillar of Thorns,HZ051,
Season 27: The Search for Laqua,"Kaiden, High-Voltage Turbulence!",HZ052,
Season 27: The Search for Laqua,Hatenna and the Uncommunicative,HZ053,
Season 27: The Search for Laqua,The Eternal Blessing,HZ054,
Season 27: The Search for Laqua,The Confrontation! Paldea Elite Four,HZ055,
Season 27: The Search for Laqua,Liko vs. Rika! Beyond the Battle,HZ056,
Season 27: The Search for Laqua,A Terapagos I Don't Know,HZ057,
Season 27: The Search for Laqua,"The King of the Forest, Serperior!",HZ058,
Season 27: The Search for Laqua,The First Terastal Battle! Roy vs. Brassius,HZ059,
Season 27: The Search for Laqua,The Snowy Mountain Illusion!,HZ060,
Season 27: The Search for Laqua,Resounding Soul! Roy vs. Ryme,HZ061,
Season 27: The Search for Laqua,Fuecoco's Song in the Wind!,HZ062,
Season 27: The Search for Laqua,Dot and Tinkatink! An Unexpected Encounter,HZ063,
Season 27: The Search for Laqua,The Culinary Showdown! Dot vs. Larry,HZ064,
Season 27: The Search for Laqua,The Elite Four Appears! Challengers of Naranja Academy,HZ065,
Season 27: The Search for Laqua,Liko vs. Amethio!,HZ066,
Season 27: The Search for Laqua,The Brilliance of Terastal!,HZ067,
Season 27: The Search for Laqua,"To the Sky, To the Sea! A New Departure",HZ068,
Season 27: The Search for Laqua,The Secret of the Ancient Poke Ball,HZ069,
Season 27: The Search for Laqua,The Ancient Pokémon's Roar,HZ070,
Season 27: The Search for Laqua,The Meeting at the Ruins,HZ071,
Season 27: The Search for Laqua,Pursuit! The Location of Laqua,HZ072,
Season 27: The Search for Laqua,The Final Training of Naranja Academy,HZ073,
Season 27: The Search for Laqua,The Climax of the Terastal Debut,HZ074,
Season 27: The Search for Laqua,The Legend of the Six Heroes,HZ075,
Season 27: The Search for Laqua,The Power of Terapagos Unveiled,HZ076,
Season 27: The Search for Laqua,The True Identity of the Explorers,HZ077,
Season 27: The Search for Laqua,The Gateway to Laqua,HZ078,
Season 27: The Search for Laqua,A Battle of Wills! Liko vs. Roy,HZ079,
Season 27: The Search for Laqua,The Path of the Rising Volt Tacklers,HZ080,
Season 27: The Search for Laqua,An Encounter with Entei,HZ081,
Season 27: The Search for Laqua,The Roar of the Volcano,HZ082,
Season 27: The Search for Laqua,The Secret Behind the Ancient Poké Ball,HZ083,
Season 27: The Search for Laqua,The Determination of Liko and Roy,HZ084,
Season 27: The Search for Laqua,The Search Continues,HZ085,
Season 27: The Search for Laqua,The Final Trial of Paldea,HZ086,
Season 27: The Search for Laqua,The Climax of the Search,HZ087,
Season 27: The Search for Laqua,The Awakening of the Six Heroes,HZ088,
Season 27: The Search for Laqua,"Towards the Future, Towards Laqua",HZ089,
Season 28: Rising Hope,Eyes to the Skies Once Again (Part One),HZ090,
Season 28: Rising Hope,Eyes to the Skies Once Again (Part Two),HZ091,
Season 28: Rising Hope,Following Traces of Laquium,HZ092,
Season 28: Rising Hope,Clash of the Nidothing Fans,HZ093,
Season 28: Rising Hope,The Pokémon Center Lady,HZ094,
Season 28: Rising Hope,The Strong Sphere,HZ095,
Season 28: Rising Hope,Crash! Team Dragon Rampage!,HZ096,
Season 28: Rising Hope,The Prankster,HZ097,
Season 28: Rising Hope,Reunion in Cortondo,HZ098,
Season 28: Rising Hope,"Orla, Grounded",HZ099,
Season 28: Rising Hope,We Are the Rising Volt Tacklers!,HZ100,
Season 28: Rising Hope,Terastallization vs. Mega Evolution!,HZ101,
Season 28: Rising Hope,The Knight in the Ruins,HZ102,
Season 28: Rising Hope,Nidothing Love!,HZ103,
Season 28: Rising Hope,Charcadet's Wish,HZ104,
Season 28: Rising Hope,Riding the Waves,HZ105,
Season 28: Rising Hope,The Dusk Ball That Wouldn't Open,HZ106,
Season 28: Rising Hope,"Friends As Two, Me and You",HZ107,
Season 28: Rising Hope,Taking the Next Steps,HZ108,
Season 28: Rising Hope,Tinkatuff's Hammer Wasn't Made in a Year!,HZ109,
Season 28: Rising Hope,The Six Heroes Unleashed!,HZ110,
Season 28: Rising Hope,"Better, Farther, Stronger!",HZ111,
Season 28: Rising Hope,Mega Evolution - Roy,HZ112,
Season 28: Rising Hope,Mega Evolution - Ult,HZ113,
Season 28: Rising Hope,Mega Evolution - Bonds,HZ114,
Season 28: Rising Hope,Welcome to Blueberry Academy!,HZ115,
Season 28: Rising Hope,Terarium Training!,HZ116,
Season 28: Rising Hope,Ult-imate Training,HZ117,
Season 28: Rising Hope,"Liko and Hattrem, Bonded by Happiness!",HZ118,
Season 28: Rising Hope,"Don't Give Up, Crocalor!",HZ119,
Season 28: Rising Hope,Dot and Penny's Top-Secret Mission!,HZ120,
Season 28: Rising Hope,The Catcher in the Sky,HZ121,
Season 28: Rising Hope,Roy vs. Friede: Wings of Fire!,HZ122,
Season 28: Rising Hope,Mochi Mayhem!,HZ123,
Season 28: Rising Hope,The Ancient Paradox,HZ124,
Season 28: Rising Hope,Spinel's Grand Scheme,HZ125,
Season 28: Rising Hope,The True Face of the Explorers,HZ126,
Season 28: Rising Hope,Descent into Laqua,HZ127,
Season 28: Rising Hope,The Paradise of Lucius,HZ128,
Season 28: Rising Hope,Clash at the Core,HZ129,
Season 28: Rising Hope,Unstable Lacrium Energy,HZ130,
Season 28: Rising Hope,Bonds Across Time,HZ131,
Season 28: Rising Hope,The 18 Tera Types Unleashed,HZ132,
Season 28: Rising Hope,Mega Zygarde and the Ultimate Strike,HZ133,
Season 28: Rising Hope,Spinel's Last Stand,HZ134,
Season 28: Rising Hope,"Farewell, Terapagos",HZ135,
Season 28: Rising Hope,The Stellar Finale: A New Horizon Begins,HZ136,
Movies,Detective Pikachu,LAF01,Live-Action theatrical Movies (2019); Warner Bros.
Pokémon Concierge,What's a Pokémon Concierge?,CONC01,Netflix Original stop-motion anime (2023)
Pokémon Concierge,Some Like It Hoppip,CONC02,Netflix Original stop-motion anime (2023)
Pokémon Concierge,May I Ask Who's Calling?,CONC03,Netflix Original stop-motion anime (2023)
Pokémon Concierge,You Had Me at Psyduck,CONC04,Netflix Original stop-motion anime (2023)
Pokémon: Paldean Winds,Breathe in the Wind,PW01,YouTube Exclusive; web anime tied to Scarlet/Violet (2023)
Pokémon: Paldean Winds,Into the Turbulent Air,PW02,YouTube Exclusive; web anime tied to Scarlet/Violet (2023)
Pokémon: Paldean Winds,Searching Through the Storm,PW03,YouTube Exclusive; web anime tied to Scarlet/Violet (2023)
Pokémon: Paldean Winds,"Come Out, Sun",PW04,YouTube Exclusive; web anime tied to Scarlet/Violet (2023)
Pokétoon,Pikachu's Summer Story,PKTOON01,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Slowpoke's Day,PKTOON02,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Wobbuffet! Wobbuffet! Wobbuffet!,PKTOON03,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Snorlax's Fluffy Battle,PKTOON04,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Catch Gengar if You Can!,PKTOON05,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Dedenne's Secret Flower Path,PKTOON06,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Pikachu & Mimikyu: A Prank at Twilight,PKTOON07,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Arcanine's Flower Garden,PKTOON08,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Krabby & Horsea: A Seaside Story,PKTOON09,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Pokétoon,Jigglypuff's Slumber Song,PKTOON10,"Japan only, Never Dubbed, YouTube Exclusive; Pokémon Kids TV channel (2020–2022)"
Special,Pokémon Ultimate Journeys: Recap Special,JNS01,"Japan only, Never Dubbed; recap/preview special"
Special,Pokémon: Aim to Be a Pokémon Master — Intro Special,JNS02,"Japan only, Never Dubbed; intro special for the mini-series arc"
Special,Pokémon Journeys: Ash & Go Memories Special,JNS03,"Japan only, Never Dubbed; clip/farewell special"
